case_id,model,domain,scc_size,template,lea_root_at_3,lea_risk_any,lea_risk_all,lea_compression,lea_calls,lea_tokens,lea_runtime,sa_root_at_3,sa_risk_any,sa_risk_all,sa_compression,sa_calls,sa_runtime,naive_root_at_3,naive_risk_any,naive_risk_all,naive_compression,naive_invalid,naive_calls,naive_runtime
112_gemini-2.5-pro_cuad17_scc_0_condition_trigger,gemini-2.5-pro,cuad,17,condition_trigger,True,True,True,0.5294117647058824,13.0,78885.0,283.40964102745056,True,True,True,0.5294117647058824,50.0,538.5578320026398,True,True,True,0.8235294117647058,False,1.0,47.56930494308472
113_gemini-2.5-pro_cuad18_scc_6_temporal_gate,gemini-2.5-pro,cuad,18,temporal_gate,True,True,True,0.5,17.0,169734.0,596.4567952156067,True,True,True,0.5,59.0,594.0992467403412,True,True,True,0.7777777777777778,False,1.0,55.26107907295227
114_gemini-2.5-pro_cuad18_scc_6_condition_trigger,gemini-2.5-pro,cuad,18,condition_trigger,True,True,True,0.5,17.0,193444.0,725.6231110095978,True,True,True,0.5,54.0,510.7752299308777,True,True,True,0.8333333333333334,False,1.0,207.56434202194214
115_gemini-2.5-pro_cuad20_scc_28_temporal_gate,gemini-2.5-pro,cuad,20,temporal_gate,False,True,True,0.55,16.0,155761.0,610.2174887657166,False,False,False,0.55,55.0,567.6380550861359,True,True,True,0.85,False,1.0,102.26924586296082
116_gemini-2.5-pro_cuad20_scc_28_condition_trigger,gemini-2.5-pro,cuad,20,condition_trigger,False,True,False,0.55,16.0,128203.0,485.4014537334442,False,True,False,0.55,51.0,451.8903410434723,True,True,True,0.85,False,1.0,51.84521555900574
117_gemini-2.5-pro_cuad24_scc_21_temporal_gate,gemini-2.5-pro,cuad,24,temporal_gate,True,True,True,0.5416666666666667,18.0,93515.0,402.43300104141235,False,True,True,0.5833333333333333,54.0,525.3409616947174,True,True,True,0.8333333333333334,False,1.0,43.989619970321655
118_gemini-2.5-pro_cuad24_scc_21_condition_trigger,gemini-2.5-pro,cuad,24,condition_trigger,True,True,True,0.5416666666666667,18.0,105556.0,471.1219458580017,False,True,True,0.5833333333333333,54.0,484.12403893470764,True,True,True,0.7916666666666666,False,1.0,89.23147010803223
119_gemini-2.5-pro_cuad25_scc_17_temporal_gate,gemini-2.5-pro,cuad,25,temporal_gate,True,True,True,0.52,22.0,131061.0,451.0929889678955,True,True,True,0.52,56.0,543.1338319778442,True,True,True,0.88,False,1.0,59.55793309211731
120_gemini-2.5-pro_cuad25_scc_17_condition_trigger,gemini-2.5-pro,cuad,25,condition_trigger,True,True,True,0.52,22.0,164786.0,685.2922699451447,True,True,True,0.6,58.0,552.56427693367,True,True,True,0.88,False,1.0,88.6704478263855
121_gemini-2.5-pro_cuad28_scc_39_temporal_gate,gemini-2.5-pro,cuad,28,temporal_gate,True,True,False,0.5357142857142857,24.0,123960.0,497.9464750289917,False,True,False,0.7857142857142857,57.0,480.7906119823456,True,True,True,0.8928571428571429,False,1.0,55.797916889190674
122_gemini-2.5-pro_cuad28_scc_39_condition_trigger,gemini-2.5-pro,cuad,28,condition_trigger,False,True,False,0.5357142857142857,24.0,116093.0,459.01186299324036,False,True,False,0.75,57.0,485.7991101741791,True,True,True,0.8571428571428572,False,1.0,99.71758389472961
123_gemini-2.5-pro_cuad34_scc_11_temporal_gate,gemini-2.5-pro,cuad,34,temporal_gate,True,True,True,0.5294117647058824,32.0,198570.0,776.8249080181122,True,True,True,0.6764705882352942,52.0,523.5661480426788,False,True,False,0.8823529411764706,False,1.0,374.5849242210388
124_gemini-2.5-pro_cuad34_scc_11_condition_trigger,gemini-2.5-pro,cuad,34,condition_trigger,True,True,True,0.5294117647058824,32.0,222007.0,894.0411038398743,True,True,True,0.7058823529411764,57.0,523.5687308311462,True,True,True,0.8823529411764706,False,1.0,82.33210515975952
125_gemini-2.5-pro_debian12_scc_8_direct_mutex,gemini-2.5-pro,debian,12,direct_mutex,True,True,True,0.5,10.0,36273.0,161.4859471321106,True,True,True,0.5833333333333333,53.0,503.45688486099243,True,True,True,0.8333333333333334,False,1.0,65.07461810112
126_gemini-2.5-pro_debian12_scc_8_handoff_invariant,gemini-2.5-pro,debian,12,handoff_invariant,True,True,True,0.5,12.0,75245.0,391.2285141944885,True,True,True,0.5833333333333333,51.0,567.1676049232483,True,True,True,0.8333333333333334,False,1.0,93.58501601219177
127_gemini-2.5-pro_sec_ex2110_scc_3_direct_mutex,gemini-2.5-pro,sec_ex21,10,direct_mutex,True,True,True,0.5,12.0,66942.0,472.7126910686493,True,True,True,0.5,43.0,450.47653889656067,True,True,True,0.09999999999999998,False,1.0,67.3667950630188
128_gemini-2.5-pro_sec_ex2110_scc_4_handoff_invariant,gemini-2.5-pro,sec_ex21,10,handoff_invariant,True,True,True,0.5,18.0,109535.0,744.1102077960968,False,True,True,0.5,36.0,443.8467471599579,True,True,True,0.5,False,1.0,180.2336061000824
129_gemini-2.5-pro_sec_ex2111_scc_0_direct_mutex,gemini-2.5-pro,sec_ex21,11,direct_mutex,True,True,True,0.5,12.0,45980.0,331.93799662590027,True,True,True,0.5454545454545454,53.0,485.1572301387787,True,True,False,0.8181818181818181,False,1.0,73.3824508190155
130_gemini-2.5-pro_sec_ex2111_scc_6_handoff_invariant,gemini-2.5-pro,sec_ex21,11,handoff_invariant,True,True,True,0.5454545454545454,11.0,48534.0,325.3730869293213,True,True,True,0.5454545454545454,54.0,413.5304560661316,True,True,True,0.7272727272727273,False,1.0,66.81633925437927
131_gemini-2.5-pro_sec_ex2112_scc_0_direct_mutex,gemini-2.5-pro,sec_ex21,12,direct_mutex,True,True,True,0.5,12.0,51236.0,338.0094211101532,True,True,True,0.5,55.0,950.2095580101013,True,True,True,0.8333333333333334,False,1.0,54.954428911209106
132_gemini-2.5-pro_sec_ex2112_scc_0_handoff_invariant,gemini-2.5-pro,sec_ex21,12,handoff_invariant,True,True,True,0.5,12.0,39567.0,284.1439492702484,True,True,True,0.5,58.0,1198.333508014679,True,True,True,0.8333333333333334,False,1.0,73.47636389732361
133_gemini-2.5-pro_sec_ex2118_scc_3_direct_mutex,gemini-2.5-pro,sec_ex21,18,direct_mutex,True,True,True,0.5,12.0,64020.0,432.0502860546112,False,True,False,0.5555555555555556,57.0,463.43172788619995,True,True,True,0.7777777777777778,False,1.0,89.54114389419556
134_gemini-2.5-pro_sec_ex2118_scc_2_handoff_invariant,gemini-2.5-pro,sec_ex21,18,handoff_invariant,True,True,False,0.5454545454545454,8.0,57859.0,417.1742877960205,True,True,True,0.5,60.0,450.90171098709106,True,True,True,0.7777777777777778,False,1.0,82.4836699962616
135_gemini-2.5-pro_bgb9_scc_7_direct_mutex,gemini-2.5-pro,bgb,9,direct_mutex,True,True,True,0.4444444444444444,8.0,52750.0,230.08845901489258,True,True,False,0.4444444444444444,43.0,464.6446511745453,False,False,False,0.5555555555555556,False,1.0,90.48244786262512
136_gemini-2.5-pro_bgb9_scc_7_handoff_invariant,gemini-2.5-pro,bgb,9,handoff_invariant,True,True,True,0.4444444444444444,9.0,68413.0,340.884535074234,True,True,True,0.4444444444444444,40.0,498.2384600639343,False,True,False,0.6666666666666667,False,1.0,97.29884195327759
137_gemini-2.5-pro_bgb11_scc_0_direct_mutex,gemini-2.5-pro,bgb,11,direct_mutex,True,True,True,0.5454545454545454,11.0,55755.0,314.59385108947754,True,True,True,0.5454545454545454,52.0,532.8031671047211,True,True,True,0.7272727272727273,False,1.0,89.1914119720459
138_gemini-2.5-pro_bgb11_scc_0_handoff_invariant,gemini-2.5-pro,bgb,11,handoff_invariant,True,True,True,0.5454545454545454,11.0,60649.0,342.13969016075134,True,True,True,0.5454545454545454,48.0,639.4145040512085,True,True,True,0.7272727272727273,False,1.0,83.56469202041626
139_gemini-2.5-pro_bgb25_scc_3_direct_mutex,gemini-2.5-pro,bgb,25,direct_mutex,True,True,True,0.52,24.0,199426.0,857.8729588985443,True,True,True,0.88,46.0,481.5493121147156,True,True,True,0.84,False,1.0,48.94540095329285
140_gemini-2.5-pro_bgb25_scc_3_handoff_invariant,gemini-2.5-pro,bgb,25,handoff_invariant,True,True,True,0.52,24.0,223869.0,1004.8886210918427,True,True,True,0.64,51.0,635.0650358200073,False,True,False,0.88,False,1.0,45.387752294540405
141_gemini-2.5-pro_cuad12_scc_50_direct_mutex,gemini-2.5-pro,cuad,12,direct_mutex,True,True,True,0.5,11.0,87053.0,365.9966552257538,True,True,True,0.5833333333333333,56.0,710.2493281364441,True,True,True,0.6666666666666667,False,1.0,93.63663983345032
142_gemini-2.5-pro_cuad12_scc_50_handoff_invariant,gemini-2.5-pro,cuad,12,handoff_invariant,True,True,True,0.5,11.0,104745.0,474.8521091938019,True,True,True,0.5,56.0,485.05728697776794,True,True,True,0.5833333333333333,False,1.0,266.41924810409546
143_gemini-2.5-pro_cuad14_scc_8_direct_mutex,gemini-2.5-pro,cuad,14,direct_mutex,True,True,True,0.5,13.0,111954.0,492.76004815101624,True,True,True,0.5,54.0,476.05280900001526,False,True,False,0.8571428571428572,False,1.0,35.55704402923584
144_gemini-2.5-pro_cuad14_scc_8_handoff_invariant,gemini-2.5-pro,cuad,14,handoff_invariant,False,True,True,0.5,13.0,127042.0,580.6104192733765,True,True,True,0.5,57.0,498.2893850803375,True,True,True,0.7142857142857143,False,1.0,117.56169295310974
145_gemini-2.5-pro_cuad16_scc_23_direct_mutex,gemini-2.5-pro,cuad,16,direct_mutex,True,True,True,0.5,12.0,85682.0,307.98762798309326,True,True,True,0.5,54.0,519.9859499931335,True,True,True,0.875,False,1.0,74.71679782867432
146_gemini-2.5-pro_cuad16_scc_23_handoff_invariant,gemini-2.5-pro,cuad,16,handoff_invariant,True,True,True,0.5,12.0,112655.0,404.49482011795044,True,True,True,0.5,56.0,504.39494705200195,True,True,True,0.8125,False,1.0,100.8198709487915
147_gemini-2.5-pro_cuad17_scc_0_direct_mutex,gemini-2.5-pro,cuad,17,direct_mutex,True,True,True,0.5294117647058824,14.0,87966.0,314.0040280818939,True,True,False,0.5294117647058824,57.0,503.3866379261017,True,True,True,0.8823529411764706,False,1.0,41.05743598937988
148_gemini-2.5-pro_cuad17_scc_0_handoff_invariant,gemini-2.5-pro,cuad,17,handoff_invariant,True,True,True,0.5294117647058824,14.0,113254.0,504.26763796806335,True,True,True,0.5294117647058824,56.0,507.82848262786865,True,True,True,0.6470588235294117,False,1.0,113.84538888931274
149_gemini-2.5-pro_cuad18_scc_6_direct_mutex,gemini-2.5-pro,cuad,18,direct_mutex,True,True,True,0.5,17.0,119450.0,381.95937991142273,True,True,True,0.5,57.0,538.7818539142609,True,True,True,0.8333333333333334,False,1.0,194.07997369766235
150_gemini-2.5-pro_cuad18_scc_6_handoff_invariant,gemini-2.5-pro,cuad,18,handoff_invariant,False,True,True,0.5,17.0,145885.0,544.0125849246979,True,True,True,0.5,60.0,555.1169140338898,True,True,True,0.7777777777777778,False,1.0,59.38808012008667
151_gemini-2.5-pro_cuad20_scc_28_direct_mutex,gemini-2.5-pro,cuad,20,direct_mutex,False,True,False,0.55,16.0,140038.0,574.681694984436,False,True,False,0.55,50.0,756.207780122757,True,True,True,0.9,False,1.0,87.75751399993896
152_gemini-2.5-pro_cuad20_scc_28_handoff_invariant,gemini-2.5-pro,cuad,20,handoff_invariant,False,True,False,0.55,16.0,143517.0,611.3491630554199,True,True,False,0.6,52.0,531.4436740875244,True,True,True,0.8,False,1.0,136.53526496887207
153_gemini-2.5-pro_cuad24_scc_21_direct_mutex,gemini-2.5-pro,cuad,24,direct_mutex,True,True,True,0.5416666666666667,18.0,114011.0,539.454922914505,True,True,True,0.6666666666666667,53.0,519.9173591136932,True,True,True,0.8333333333333334,False,1.0,96.09849286079407
154_gemini-2.5-pro_cuad24_scc_21_handoff_invariant,gemini-2.5-pro,cuad,24,handoff_invariant,True,True,False,0.5416666666666667,18.0,99940.0,465.1167311668396,True,True,True,0.625,60.0,507.9461119174957,True,True,True,0.75,False,1.0,126.76705694198608
155_gemini-2.5-pro_cuad25_scc_17_direct_mutex,gemini-2.5-pro,cuad,25,direct_mutex,True,True,True,0.52,22.0,143156.0,530.3339791297913,True,True,True,0.6,59.0,565.0169768333435,True,True,True,0.84,False,1.0,99.36811113357544
156_gemini-2.5-pro_cuad25_scc_17_handoff_invariant,gemini-2.5-pro,cuad,25,handoff_invariant,True,True,True,0.52,22.0,140600.0,473.1977140903473,True,True,True,0.72,56.0,464.47713112831116,True,True,True,0.88,False,1.0,120.13734197616577
157_gemini-2.5-pro_cuad28_scc_39_direct_mutex,gemini-2.5-pro,cuad,28,direct_mutex,True,True,True,0.5357142857142857,24.0,146768.0,613.9722168445587,True,False,False,0.75,55.0,452.1512260437012,True,True,True,0.8928571428571429,False,1.0,94.91548013687134
158_gemini-2.5-pro_cuad28_scc_39_handoff_invariant,gemini-2.5-pro,cuad,28,handoff_invariant,True,True,True,0.5357142857142857,24.0,145483.0,649.2139458656311,True,True,True,0.5357142857142857,58.0,503.119756937027,True,True,True,0.8214285714285714,False,1.0,345.49476981163025
159_gemini-2.5-pro_cuad34_scc_11_direct_mutex,gemini-2.5-pro,cuad,34,direct_mutex,True,True,True,0.5294117647058824,32.0,194816.0,846.958359003067,True,True,True,0.8529411764705882,54.0,493.60721492767334,True,True,True,0.9411764705882353,False,1.0,85.5771210193634
160_gemini-2.5-pro_cuad34_scc_11_handoff_invariant,gemini-2.5-pro,cuad,34,handoff_invariant,True,True,True,0.5294117647058824,33.0,242523.0,950.7060458660126,True,True,True,0.7647058823529411,54.0,551.2248709201813,True,True,True,0.9117647058823529,False,1.0,177.73233294487
