block_id,domain,actual_size,requested_size,template,model,selector,attempt_count,valid_attempt_count,selected_count,root_at3,risk_any,risk_all,compression,avg_total_tokens,avg_prompt_tokens,avg_completion_tokens
9,sec_ex21,9,9,direct_mutex,gemini-2.5-pro,oracle_top3,5,5,3,1.0,1.0,1.0,0.6666666666666666,8483.0,1638.0,6845.0
10,sec_ex21,9,9,handoff_invariant,gpt-4o,self_top3,5,5,3,0.6666666666666666,1.0,0.6666666666666666,0.5925925925925927,3150.6666666666665,1485.0,1665.6666666666667
10,sec_ex21,9,9,handoff_invariant,gpt-4o,oracle_top3,5,5,3,1.0,1.0,1.0,0.5925925925925927,3157.6666666666665,1485.0,1672.6666666666667
10,sec_ex21,9,9,handoff_invariant,deepseek-v3,self_top3,5,5,3,1.0,1.0,1.0,0.5555555555555556,3201.6666666666665,1494.0,1707.6666666666667
10,sec_ex21,9,9,handoff_invariant,deepseek-v3,oracle_top3,5,5,3,1.0,1.0,1.0,0.5555555555555556,3201.6666666666665,1494.0,1707.6666666666667
10,sec_ex21,9,9,handoff_invariant,qwen2.5-72b,self_top3,5,5,3,0.0,1.0,0.6666666666666666,0.3333333333333333,3442.6666666666665,1610.3333333333333,1832.3333333333333
10,sec_ex21,9,9,handoff_invariant,qwen2.5-72b,oracle_top3,5,5,3,0.3333333333333333,1.0,1.0,0.2592592592592593,3575.0,1610.0,1965.0
10,sec_ex21,9,9,handoff_invariant,gemini-2.5-pro,self_top3,5,5,3,1.0,1.0,1.0,0.6296296296296297,7911.333333333333,1664.0,6247.333333333333
10,sec_ex21,9,9,handoff_invariant,gemini-2.5-pro,oracle_top3,5,5,3,1.0,1.0,1.0,0.6666666666666666,7921.333333333333,1664.0,6257.333333333333
11,sec_ex21,9,9,temporal_gate,gpt-4o,self_top3,5,5,3,1.0,1.0,1.0,0.40740740740740744,3220.3333333333335,1486.0,1734.3333333333333
11,sec_ex21,9,9,temporal_gate,gpt-4o,oracle_top3,5,5,3,1.0,1.0,1.0,0.40740740740740744,3308.3333333333335,1486.0,1822.3333333333333
11,sec_ex21,9,9,temporal_gate,deepseek-v3,self_top3,5,5,3,1.0,1.0,1.0,0.5185185185185185,3299.3333333333335,1498.0,1801.3333333333333
11,sec_ex21,9,9,temporal_gate,deepseek-v3,oracle_top3,5,5,3,1.0,1.0,1.0,0.5185185185185185,3299.3333333333335,1498.0,1801.3333333333333
11,sec_ex21,9,9,temporal_gate,qwen2.5-72b,self_top3,5,5,3,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,3184.0,1610.3333333333333,1573.6666666666667
11,sec_ex21,9,9,temporal_gate,qwen2.5-72b,oracle_top3,5,5,3,1.0,1.0,1.0,0.29629629629629634,3408.6666666666665,1610.6666666666667,1798.0
11,sec_ex21,9,9,temporal_gate,gemini-2.5-pro,self_top3,5,5,3,1.0,1.0,1.0,0.5925925925925927,8291.666666666666,1665.0,6626.666666666667
11,sec_ex21,9,9,temporal_gate,gemini-2.5-pro,oracle_top3,5,5,3,1.0,1.0,1.0,0.6666666666666666,8446.333333333334,1665.0,6781.333333333333
12,sec_ex21,9,9,condition_trigger,gpt-4o,self_top3,5,5,3,1.0,1.0,1.0,0.5925925925925927,3122.0,1495.0,1627.0
12,sec_ex21,9,9,condition_trigger,gpt-4o,oracle_top3,5,5,3,1.0,1.0,1.0,0.6666666666666666,3137.3333333333335,1495.0,1642.3333333333333
12,sec_ex21,9,9,condition_trigger,deepseek-v3,self_top3,5,5,3,1.0,1.0,1.0,0.5555555555555556,3231.0,1504.0,1727.0
12,sec_ex21,9,9,condition_trigger,deepseek-v3,oracle_top3,5,5,3,1.0,1.0,1.0,0.5555555555555556,3193.3333333333335,1504.0,1689.3333333333333
12,sec_ex21,9,9,condition_trigger,qwen2.5-72b,self_top3,5,5,3,0.0,1.0,0.0,0.48148148148148145,3111.3333333333335,1620.3333333333333,1491.0
12,sec_ex21,9,9,condition_trigger,qwen2.5-72b,oracle_top3,5,5,3,0.3333333333333333,1.0,0.6666666666666666,0.1851851851851852,3532.0,1620.3333333333333,1911.6666666666667
12,sec_ex21,9,9,condition_trigger,gemini-2.5-pro,self_top3,5,5,3,1.0,1.0,1.0,0.6666666666666666,8153.0,1671.0,6482.0
12,sec_ex21,9,9,condition_trigger,gemini-2.5-pro,oracle_top3,5,5,3,1.0,1.0,1.0,0.6666666666666666,8463.666666666666,1671.0,6792.666666666667
13,sec_ex21,10,10,direct_mutex,gpt-4o,self_top3,5,5,3,1.0,1.0,0.3333333333333333,0.7333333333333334,3293.6666666666665,1543.0,1750.6666666666667
13,sec_ex21,10,10,direct_mutex,gpt-4o,oracle_top3,5,5,3,1.0,1.0,0.6666666666666666,0.7000000000000001,3240.6666666666665,1543.0,1697.6666666666667
13,sec_ex21,10,10,direct_mutex,deepseek-v3,self_top3,5,5,3,1.0,1.0,1.0,0.6666666666666666,3306.0,1558.0,1748.0
13,sec_ex21,10,10,direct_mutex,deepseek-v3,oracle_top3,5,5,3,1.0,1.0,1.0,0.6666666666666666,3336.3333333333335,1558.0,1778.3333333333333
13,sec_ex21,10,10,direct_mutex,qwen2.5-72b,self_top3,5,5,3,0.0,1.0,0.3333333333333333,0.23333333333333336,3859.6666666666665,1686.0,2173.6666666666665
13,sec_ex21,10,10,direct_mutex,qwen2.5-72b,oracle_top3,5,5,3,0.0,1.0,1.0,0.0,4307.333333333333,1686.0,2621.3333333333335
13,sec_ex21,10,10,direct_mutex,gemini-2.5-pro,self_top3,5,5,3,1.0,1.0,1.0,0.7000000000000001,8606.666666666666,1706.0,6900.666666666667
13,sec_ex21,10,10,direct_mutex,gemini-2.5-pro,oracle_top3,5,5,3,1.0,1.0,1.0,0.8000000000000002,8845.333333333334,1706.0,7139.333333333333
14,sec_ex21,10,10,handoff_invariant,gpt-4o,self_top3,5,5,3,1.0,1.0,0.6666666666666666,0.6333333333333333,3350.6666666666665,1564.0,1786.6666666666667
14,sec_ex21,10,10,handoff_invariant,gpt-4o,oracle_top3,5,5,3,1.0,1.0,1.0,0.6999999999999998,3281.0,1564.0,1717.0
14,sec_ex21,10,10,handoff_invariant,deepseek-v3,self_top3,5,5,3,1.0,1.0,1.0,0.43333333333333335,3542.3333333333335,1579.0,1963.3333333333333
14,sec_ex21,10,10,handoff_invariant,deepseek-v3,oracle_top3,5,5,3,1.0,1.0,1.0,0.43333333333333335,3542.3333333333335,1579.0,1963.3333333333333
14,sec_ex21,10,10,handoff_invariant,qwen2.5-72b,self_top3,5,5,3,0.0,1.0,0.0,0.5333333333333333,3456.6666666666665,1707.3333333333333,1749.3333333333333
14,sec_ex21,10,10,handoff_invariant,qwen2.5-72b,oracle_top3,5,5,3,0.0,1.0,0.3333333333333333,0.3666666666666667,3872.0,1707.3333333333333,2164.6666666666665
14,sec_ex21,10,10,handoff_invariant,gemini-2.5-pro,self_top3,5,5,3,1.0,1.0,1.0,0.5333333333333333,9360.666666666666,1732.0,7628.666666666667
14,sec_ex21,10,10,handoff_invariant,gemini-2.5-pro,oracle_top3,5,5,3,1.0,1.0,1.0,0.6333333333333333,10184.333333333334,1732.0,8452.333333333334
15,sec_ex21,10,10,temporal_gate,gpt-4o,self_top3,5,5,3,0.6666666666666666,1.0,0.3333333333333333,0.7000000000000001,3257.0,1565.0,1692.0
15,sec_ex21,10,10,temporal_gate,gpt-4o,oracle_top3,5,5,3,1.0,1.0,0.6666666666666666,0.6666666666666666,3308.6666666666665,1565.0,1743.6666666666667
15,sec_ex21,10,10,temporal_gate,deepseek-v3,self_top3,5,5,3,1.0,1.0,1.0,0.5333333333333333,3396.0,1583.0,1813.0
15,sec_ex21,10,10,temporal_gate,deepseek-v3,oracle_top3,5,5,3,1.0,1.0,1.0,0.6,3339.6666666666665,1583.0,1756.6666666666667
15,sec_ex21,10,10,temporal_gate,qwen2.5-72b,self_top3,5,5,3,0.3333333333333333,1.0,0.3333333333333333,0.5,3723.3333333333335,1707.0,2016.3333333333333
15,sec_ex21,10,10,temporal_gate,qwen2.5-72b,oracle_top3,5,5,3,0.6666666666666666,1.0,1.0,0.19999999999999998,4022.0,1707.0,2315.0
15,sec_ex21,10,10,temporal_gate,gemini-2.5-pro,self_top3,5,5,3,1.0,1.0,1.0,0.6,9245.0,1733.0,7512.0
15,sec_ex21,10,10,temporal_gate,gemini-2.5-pro,oracle_top3,5,5,3,1.0,1.0,1.0,0.6,9245.0,1733.0,7512.0
16,sec_ex21,10,10,condition_trigger,gpt-4o,self_top3,5,5,3,0.6666666666666666,1.0,1.0,0.5666666666666667,3384.3333333333335,1574.0,1810.3333333333333
16,sec_ex21,10,10,condition_trigger,gpt-4o,oracle_top3,5,5,3,1.0,1.0,1.0,0.5666666666666667,3449.3333333333335,1574.0,1875.3333333333333
16,sec_ex21,10,10,condition_trigger,deepseek-v3,self_top3,5,5,3,1.0,1.0,0.6666666666666666,0.5666666666666667,3364.3333333333335,1589.0,1775.3333333333333
16,sec_ex21,10,10,condition_trigger,deepseek-v3,oracle_top3,5,5,3,1.0,1.0,1.0,0.4666666666666666,3474.3333333333335,1589.0,1885.3333333333333
16,sec_ex21,10,10,condition_trigger,qwen2.5-72b,self_top3,5,5,3,0.0,1.0,0.6666666666666666,0.19999999999999998,4007.0,1717.0,2290.0
16,sec_ex21,10,10,condition_trigger,qwen2.5-72b,oracle_top3,5,5,3,0.0,1.0,1.0,0.0,4489.666666666667,1717.0,2772.6666666666665
16,sec_ex21,10,10,condition_trigger,gemini-2.5-pro,self_top3,5,5,3,1.0,1.0,1.0,0.3333333333333333,9394.333333333334,1739.0,7655.333333333333
16,sec_ex21,10,10,condition_trigger,gemini-2.5-pro,oracle_top3,5,5,3,1.0,1.0,1.0,0.3666666666666667,8651.666666666666,1739.0,6912.666666666667
17,sec_ex21,11,11,direct_mutex,gpt-4o,self_top3,5,5,3,1.0,1.0,1.0,0.6363636363636364,3922.6666666666665,1968.0,1954.6666666666667
17,sec_ex21,11,11,direct_mutex,gpt-4o,oracle_top3,5,5,3,1.0,1.0,1.0,0.6969696969696969,3845.3333333333335,1968.0,1877.3333333333333
17,sec_ex21,11,11,direct_mutex,deepseek-v3,self_top3,5,5,3,1.0,1.0,1.0,0.6666666666666666,3914.3333333333335,2043.0,1871.3333333333333
17,sec_ex21,11,11,direct_mutex,deepseek-v3,oracle_top3,5,5,3,1.0,1.0,1.0,0.6666666666666666,3914.3333333333335,2043.0,1871.3333333333333
17,sec_ex21,11,11,direct_mutex,qwen2.5-72b,self_top3,5,5,3,0.0,1.0,0.0,0.48484848484848486,4115.666666666667,2169.3333333333335,1946.3333333333333
17,sec_ex21,11,11,direct_mutex,qwen2.5-72b,oracle_top3,5,5,3,0.0,1.0,0.0,0.5757575757575757,3995.0,2169.0,1826.0
17,sec_ex21,11,11,direct_mutex,gemini-2.5-pro,self_top3,5,5,3,1.0,1.0,0.3333333333333333,0.7575757575757575,9352.333333333334,2180.0,7172.333333333333
17,sec_ex21,11,11,direct_mutex,gemini-2.5-pro,oracle_top3,5,5,3,1.0,1.0,0.6666666666666666,0.7272727272727272,8462.0,2180.0,6282.0
18,sec_ex21,11,11,handoff_invariant,gpt-4o,self_top3,5,5,3,0.3333333333333333,1.0,0.3333333333333333,0.6060606060606061,3869.0,1989.0,1880.0
